Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.79825464,69.16722924,69.49059668,69.81875565,70.14897307,70.44060366,70.72636818,70.96821906,71.2520319,71.45555988,70.76381967,69.71910838
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.596,46.692,47.835,49.002,50.033,51.101,52.264,53.064,53.733,54.173,54.693,53.062
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.61511298,74.9490628,75.22631079,75.5210169,75.79063086,76.01296843,76.25807071,76.40033641,76.77063412,76.99290643,76.72290889,76.34211268
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.67073171,75.4804878,75.6804878,76.28292683,74.97804878,74.33902439
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.68536585,82.09512195,82.29512195,82.63902439,82.14390244,82.74878049
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.5804878,74.62926829,74.78292683,75.38780488,75.18536585,73.28292683
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.109,83.229,83.326,83.727,83.883,83.984,84.231,84.563,84.928,84.978,85.184,85.399
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.406,78.827,79.022,78.908,79.966,79.309,79.475,78.59,80.614,79.983,80.149,80.379
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.829,71.269,71.679,72.122,72.538,72.92,73.284,73.66,73.986,74.27,73.92,74.042
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.357,69.192,69.143,69.099,69.031,69.24,69.917,70.516,70.492,70.935,70.166,68.846
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.873,63.494,63.544,63.962,64.255,64.339,64.997,65.094,65.27,65.882,65.182,64.485
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.657,78.124,78.682,79.057,79.424,79.695,79.872,79.943,80.013,80.116,79.875,79.918
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.10638332,72.37228523,72.28467802,72.34424267,72.62386339,72.88951608,73.15252184,73.60974285,73.81151713,73.95911501,72.94976833,72.74592079
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.19,74.365,74.574,74.739,74.797,74.682,74.412,74.138,74.015,74.202,70.133,70.213
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.226,63.256,63.373,63.464,63.623,63.827,64.057,64.27,64.5,64.746,64.977,65.269
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.68120236,70.04364845,70.38719897,70.7226703,71.05877653,71.3525608,71.62772079,71.86572275,72.15486592,72.34957597,71.64918695,70.55329121
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.99756098,75.1,74.90243902,75.4,75.45121951,75.40243902,75.4,75.95365854,76.64878049,76.60243902,74.39512195,74.53682927
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.382,56.755,57.079,57.357,57.9,58.363,58.731,59.132,59.393,59.664,58.633,58.941
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.39756098,80.74634146,80.74634146,81.74634146,82.04634146,81.89756098,82.45365854,82.34634146,82.44878049,82.85853659,82.34878049,82.86097561
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.329,63.901,64.141,64.815,65.056,65.561,65.685,65.843,66.465,66.61,66.797,65.672
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.27684186,71.52285846,71.37764715,71.40574681,71.70277903,71.98618912,72.25648838,72.76700114,72.98437342,73.14391859,72.172697,71.89987573
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.9902439,75.98292683,76.2,76.4902439,76.44146341,76.44878049,76.44146341,76.48536585,76.84146341,76.68292683,75.93170732,73.82439024
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.182,67.439,68.111,68.585,69.047,69.498,69.865,70.237,71.199,71.822,72.141,70.975
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.198,54.869,55.639,56.492,57.274,58.151,59.038,59.771,60.526,61.166,61.172,59.325
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.105,63.346,63.578,63.911,64.155,64.485,64.768,65.083,65.31,65.687,64.532,64.364
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,74.39487805,74.51463415,74.41634146,74.23585366,74.17707317,73.6802439
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.381,57.455,58.679,59.729,60.899,61.378,62.209,62.977,63.276,64.119,63.717,62.904
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.442,74.746,74.944,75.035,75.146,75.094,75.289,75.476,75.644,75.76,75.938,74.884
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.8171965,78.92397044,79.03288391,79.04171276,79.13628432,79.00364571,78.87972427,78.87247617,78.9657813,79.14171238,77.46351685,76.97672317
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.015,56.553,57.64,58.694,59.822,60.7,61.682,62.293,62.586,63.075,62.829,59.269
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.2804878,76.63170732,77.07804878,77.17804878,77.23658537,77.2804878,76.93170732,77.53902439,80.00309756,80.41970732,80.83495122,79.12734146
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.367,58.994,59.65,60.239,60.786,61.083,61.629,62.16,62.454,62.897,61.451,61.576
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.945,51.357,51.497,51.707,51.791,51.841,52.043,52.305,52.554,52.91,52.887,52.676
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.009,72.416,72.615,72.704,72.812,72.983,73.256,73.554,73.85,74.054,71.795,73.837
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.76097561,81.81219512,82.11219512,81.35853659,81.46097561
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.99756098,81.29512195,81.45121951,81.75121951,82.1,82.30487805,82.40731707,82.6097561,82.75853659,82.95853659,83.2097561,83.16341463
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.814,67.313,67.47,67.965,68.085,67.456,68.776,68.91,68.979,69.558,69.246,68.45
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.64,60.24,60.715,61.231,61.807,62.269,62.702,62.988,63.234,63.484,63.437,63.617
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,81.61243902,81.65853659,81.85853659,81.70731707,82.05609756,82.25609756,82.20731707
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.09256756,79.31984608,79.47396174,79.66970266,79.91665125,79.79076496,79.90265417,79.92965895,80.00903703,80.22207852,78.89838737,78.71416613
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.269,76.608,77.061,77.246,77.446,77.687,77.916,77.924,77.966,78.002,74.757,72.541
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.55296037,65.07533591,65.63222371,66.21211563,66.70960829,67.28883688,67.90554881,68.37726156,68.49629251,68.77113447,68.25557483,66.98962292
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.436,64.648,64.782,65.15,65.284,65.697,65.88,66.297,66.482,66.756,66.269,66.098
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.448,76.627,76.819,77.038,77.248,77.468,77.653,77.795,77.863,77.81,76.657,76.223
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.711,74.133,74.544,74.967,75.333,75.621,75.789,75.879,76.009,76.156,73.665,72.377
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.754,70.788,70.881,70.835,71.151,71.268,71.387,71.516,71.689,71.865,72.119,69.266
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.039,63.526,63.733,63.961,64.259,64.701,64.84,65.103,65.182,65.474,65.787,65.351
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.24634146,76.69512195,76.74634146,77,77.60243902,77.45121951,77.85121951,77.75365854,77.60243902,77.90487805,76.5,75.60243902
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.81196828,57.38710652,57.8697927,58.33005929,58.75219654,59.11937126,59.52391506,59.95061135,60.35483878,60.72165737,60.24953184,59.87258063
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.01,78.316,78.461,78.777,78.929,79.695,80.27,79.258,79.77,79.063,78.041,80.162
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.419,70.978,71.626,72.319,72.942,72.784,72.805,72.978,73.031,73.198,73.274,73.284
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.02682927,80.47073171,80.37317073,80.72195122,81.12195122,81.12439024,81.12439024,81.42439024,81.32439024,81.67560976,80.97560976,81.07317073
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.887,72.131,72.454,72.757,72.878,73.191,73.534,73.644,73.568,73.621,73.182,70.262
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.004,73.243,73.466,74.029,72.622,74.406,74.554,74.833,74.793,75.241,74.403,73.473
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.39569841,68.53138452,68.59709178,68.62577395,68.64263989,68.56220876,68.82751124,69.11886489,69.21374829,69.29425141,69.3649211,69.16359418
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.68519081,79.95038526,80.08387248,80.26021548,80.51601285,80.38202542,80.5395097,80.58368938,80.67112754,80.89908326,80.00447533,79.79789054
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.039,81.429,81.759,82.017,82.214,82.354,82.488,82.618,82.783,82.996,82.217,79.486
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.425,78.891,79.227,79.536,79.768,80.064,80.433,80.717,80.898,80.99,79.099,79.272
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.45853659,74.4097561,74.41219512,75.06341463,74.9097561,74.91219512,75.2097561,75.3097561,75.35853659,75.60731707,74.25365854,72.96097561
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.84121951,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463,71.65121951,72.45146341,72.66219512,73.08390244,71.33878049,69.36121951
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.54,63.261,64.009,64.426,64.94,65.298,65.737,65.941,66.251,66.437,66.774,66.072
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.75099424,67.14243659,67.63201789,68.1214015,68.6382507,69.14378351,69.60957244,69.97928938,70.25347861,70.47275497,69.74833092,67.57912905
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.763,76.234,76.461,76.626,76.757,76.918,77.064,77.16,77.212,77.304,76.239,76.936
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.016,63.246,63.792,63.678,64.269,64.659,64.78,65.445,65.681,65.876,65.614,65.267
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.615,65.262,65.457,66.072,66.452,66.879,67.497,67.75,68.097,68.526,68.006,67.093
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.54146341,81.74390244,81.99512195,82.24634146,82.49512195,82.74390244,82.84634146,83.09512195,83.29756098,83.59512195,84.46585366,83.44146341
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.732,68.908,69.084,69.188,69.234,69.583,69.801,69.988,70.173,70.382,70.199,70.348
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.693,54.62,55.451,56.313,56.393,57.189,58.404,58.652,59.796,60.255,59.763,60.062
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.848,71.859,71.831,71.771,71.746,71.814,72.025,72.311,72.555,72.559,71.061,70.748
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.563,51.304,53.161,53.843,54.277,54.857,55.044,55.654,56.375,57.078,55.967,55.28
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.33658537,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.68780488,75.53902439,75.8902439,75.93658537,74.47804878,72.73073171
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.84569723,57.55714406,58.13948003,58.66668187,59.14134689,59.56161718,60.06772333,60.47589307,60.86196643,61.24317607,60.84749279,60.24063783
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.812,54.94,55.865,55.751,54.973,55.566,55.544,55.309,55.95,55.912,55.48,54.975
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.84736569,57.55861069,58.14101325,58.668043,59.1426582,59.5629817,60.06902467,60.47713846,60.86302754,61.24429052,60.84889442,60.24174346
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.25767121,66.704324,67.16178487,67.59565915,67.94508487,68.3472918,68.80769833,69.18060321,69.26893496,69.46719962,69.08257253,67.82243894
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.249,64.902,65.746,66.328,66.845,67.249,67.492,68.267,68.355,68.523,67.785,67.591
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.894,69.914,69.764,69.682,69.782,70.8,71.592,72.417,72.553,72.242,72.561,70.274
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,77.16585366,77.16585366,77.26585366,77.66585366,76.86585366,74.71463415
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,81.17560976,81.02926829,81.37804878,81.52926829,80.53170732,80.87560976
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.30731707,82.4097561,82.55853659,83.1097561,82.35609756,83.15609756
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.619,48.195,49.835,51.486,53.05,55.019,56.659,57.895,59.411,60.549,59.692,57.066
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.132,74.684,74.608,74.917,76.773,76.954,76.598,75.03,75.131,75.437,74.584,73.972
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3,72.84146341,74.04634146,77.23658537,73.39756098
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.881,73.305,66.769,63.827,63.153,65.124,65.993,68.481,70.145,71.822,72.14,72.063
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.243,76.195,77.037,77.018,77.135,76.912,76.864,76.702,76.443,75.326,75.001,74.587
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.584,50.009,50.54,50.781,51.202,51.589,52.083,52.308,52.825,53.259,52.777,52.525
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.9199887,74.18704409,74.43057925,74.67384968,74.92772481,75.15214647,75.35312048,75.41573339,75.83569328,76.03665735,75.96889033,75.57119341
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.41781205,71.88691778,72.26168438,72.6995609,72.91822053,73.13988545,73.45757638,73.88919837,74.05321845,74.34477431,72.70120672,71.87860331
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.304,57.925,58.073,58.684,58.853,59.396,59.55,60.154,60.244,60.901,61.035,61.619
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.131,76.421,76.772,77.083,77.415,77.717,78.049,78.394,78.662,78.975,79.274,78.715
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.742,68.148,68.484,68.885,69.069,69.306,69.549,69.905,70.353,70.867,67.994,71.594
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.293,68.567,68.722,68.74,68.614,68.782,68.777,68.916,68.796,69.002,68.687,69.264
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.26790988,73.76476008,73.99559559,74.2498057,74.45969343,74.52116454,74.48797044,74.65534965,74.77648839,74.97182396,72.92795485,72.07490252
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.304,65.697,66.081,66.44,66.787,67.137,67.446,67.745,68.017,68.268,68.475,67.737
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.25758184,71.50354787,71.35405194,71.37597722,71.69231407,71.95855147,72.23013228,72.74322855,72.96338906,73.11939013,72.1463762,71.88113054
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.323,70.381,70.442,70.505,70.54,70.607,70.661,70.713,70.779,70.871,70.928,70.986
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.75099424,67.14243659,67.63201789,68.1214015,68.6382507,69.14378351,69.60957244,69.97928938,70.25347861,70.47275497,69.74833092,67.57912905
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.84736569,57.55861069,58.14101325,58.668043,59.1426582,59.5629817,60.06902467,60.47713846,60.86302754,61.24429052,60.84889442,60.24174346
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.725,73.278,73.716,73.962,74.215,74.503,74.281,74.23,73.802,74.228,74.406,72.971
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.421,75.46,75.55,75.65,75.65,75.692,75.786,75.845,75.95,75.993,75.292,73.772
Turkiye,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.069,74.941,75.678,76.297,76.565,76.646,76.66,77.141,77.563,77.832,75.85,76.032
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.978,63.974,63.964,64.008,64.025,64.06,64.108,64.148,64.212,64.278,64.382,64.547
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.105,61.049,62.03,62.96,63.873,64.651,65.386,65.999,66.535,66.989,66.408,66.201
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.055,57.965,58.817,59.763,60.408,61.086,61.648,62.115,62.714,62.991,62.851,62.705
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.26536585,70.80926829,70.94414634,71.1595122,71.18658537,71.1895122,71.47634146,71.78097561,71.58268293,71.82731707,71.18512195,69.64780488
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.60644456,73.91488157,74.22327287,74.51676739,74.77803014,74.99509383,75.18081729,75.35372723,75.72669664,75.94624187,75.13919646,74.69472802
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.858,76.983,77.111,77.24,77.366,77.483,77.571,77.625,77.611,77.508,78.43,75.436
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.54146341,78.64146341,78.74146341,78.74146341,78.84146341,78.6902439,78.53902439,78.53902439,78.63902439,78.78780488,76.9804878,76.32926829
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.235,69.649,69.874,69.99,70.234,70.475,70.755,71.01,71.149,71.344,70.331,70.862
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.718,74.596,74.146,73.798,74.473,74.407,74.28,74.305,74.128,72.835,72.126,69.629
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.89,72.913,73.036,73.196,72.853,73.006,72.058,71.943,71.979,72.161,71.095,70.554
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.428,75.486,75.532,75.574,75.612,75.675,75.724,74.785,75.831,75.863,75.849,74.494
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.86585366,78.31707317,78.51707317,78.71707317,78.86829268,79.01707317,79.16829268,79.36829268,79.5195122,79.66829268,79.8195122,80.06829268
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.513,73.692,73.704,73.775,73.855,73.876,73.938,73.963,73.976,74.093,75.378,73.618
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.617,69.551,69.497,69.534,69.465,69.513,69.65,69.71,69.795,69.877,70.299,70.449
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.67123434,71.00826967,71.28444007,71.57750561,71.8814711,72.09521828,72.3453516,72.54277589,72.78408956,72.97971594,72.24382211,71.32739068
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.249,72.26,72.167,72.391,72.463,72.515,72.54,72.59,72.636,72.157,72.768,72.767
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.63,77.74,78.28,78.587,78.88,78.922,78.981,78.783,78.696,79.022,76.567,76.806
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.28,67.419,67.343,67.545,67.384,65.873,66.064,65.957,64.575,65.092,64.65,63.753
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.899,60.651,61.846,62.533,63.38,63.95,64.747,65.402,65.674,66.175,65.252,62.341
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.799,57.771,58.867,59.878,60.699,61.208,61.794,62.12,62.342,62.793,62.38,61.223
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.652,53.347,55.626,57.458,58.846,59.591,60.306,60.709,61.414,61.292,61.124,59.253
